6,49,34,59,41,26,52,60,4,7,39,62,21,30,27,37,8,24,13,47,36,55,14,45,51,23,11,61,19,22,33,53
0,0,0,0,0,0,0,43,0,0,0,46,20,5,28,0,16,57,0,0,0,54,29,42,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
