2.197044866,0.596777481,0.201311097,0.186106136,0.116371282,0.118324709,0.293072233,1.020897643,1.133245785,1.100338885,0.633554639,0.79106482,0.080974087,0.132699771,0.114727943,0.177790251,0.240477355,0.220920634,0.750101485,1.100375723,2.514540011,4.511623395,8.075951233,9.237996172,9.2745044,9.559115,9.749384482,9.807509462,9.757793382,9.883443473,9.79195554,9.866056149
1.678556862,0.442093091,0.150630089,0.139202911,0.091893098,0.109163747,0.346831795,1.837876068,1.514635264,0.745576804,0.383594126,0.458739649,0.066042597,0.131018763,0.109819476,0.204550119,0.285952472,0.267518523,0.927673419,1.361492519,2.848023644,6.216647858,8.589277444,9.294638233,9.303658371,9.487647686,9.595312307,9.641593777,9.611448034,9.704745328,9.647193627,9.690046988
1.129466172,0.304655215,0.105933619,0.096809954,0.066569869,0.090497363,0.393363552,2.931890568,1.478411934,0.40746349,0.204402637,0.239769985,0.042488616,0.107235415,0.087308863,0.207165022,0.307217663,0.292274205,1.076388437,1.540156655,5.05745435,7.318958293,8.698580163,9.101495831,9.099747001,9.211597736,9.271840106,9.302442148,9.28393668,9.346595499,9.309119271,9.336330364
0.341373155,0.085647706,0.030247553,0.027369176,0.019881074,0.030475854,1.10231009,2.45705887,2.108811418,0.353333457,0.080629539,0.095216416,0.014381133,0.044413576,0.034563457,0.139859144,0.264176869,0.283606733,1.703879251,2.717693314,5.773793613,7.089635283,8.69599179,9.228430233,9.220600346,9.376003917,9.46194412,9.498541522,9.470283256,9.561313907,9.50620907,9.547779396
5.367586581,1.657645097,0.607329262,0.556720017,0.26720978,0.161903374,0.246874358,0.441638939,0.593947826,1.204859252,0.899411975,1.615603059,0.063531113,0.076162082,0.068994609,0.089646786,0.119121811,0.106764686,0.360347309,0.551775681,1.240641554,2.642708017,7.337473299,8.797754267,8.878277527,9.197121727,9.405207637,9.494735678,9.472329209,9.562886393,9.526308749,9.55193374
4.426952149,1.44800359,0.489203092,0.451669899,0.261998284,0.214633626,0.407321747,0.915580523,0.976992699,1.22283615,0.744675212,0.939207037,0.066211677,0.090785481,0.081815418,0.113503883,0.151527051,0.137135769,0.465106053,0.688876799,1.625492599,3.172960808,7.593225177,8.965348776,9.035448208,9.342359166,9.541802871,9.624989769,9.600278625,9.694545499,9.65265571,9.683356234
3.159162522,1.154894534,0.405121817,0.37186843,0.240697954,0.254300933,0.628403338,1.539931531,1.175653881,0.988333679,0.515454356,0.617833945,0.062728518,0.100447822,0.0884132,0.133964127,0.181860117,0.165985704,0.567764875,0.837667354,2.041325031,4.336705959,7.948501724,9.076464666,9.121005141,9.386562938,9.55327564,9.623729437,9.597743879,9.694646667,9.648289204,9.68225734
3.557093479,1.111095138,0.260503196,0.238637067,0.165629259,0.233174619,1.023450262,2.051569856,1.41979599,0.642816344,0.307461536,0.372907848,0.053897059,0.105617439,0.091219777,0.160186636,0.224943898,0.2074441,0.564288127,1.013470435,2.360909446,6.02696695,8.271005414,8.924947534,8.945750747,9.104127257,9.19807079,9.242679693,9.22688337,9.289506259,9.259324346,9.280975023
4.766287354,2.816728726,1.088529917,1.342717934,0.393505296,0.115434152,0.141972238,0.263268137,0.461303743,0.316283636,1.253278122,2.173700256,0.056243925,0.064559544,0.05510632,0.067704811,0.095841216,0.078103756,0.205459265,0.933954847,3.666857416,4.609070335,5.148822833,5.302083029,5.308795048,5.343423955,5.363675273,5.375769979,5.373178016,5.385080594,5.378861371,5.383112301
6.769387776,2.932677869,0.896820745,0.84810169,0.401487701,0.238245102,0.347615974,0.582220113,0.670542652,1.146351909,0.842457554,1.080763355,0.081256418,0.106343743,0.096597794,0.128055276,0.169335205,0.153031585,0.509218608,0.744651158,1.60247994,5.0726263,7.986568454,8.857067,8.901879371,9.094521318,9.219638609,9.273857773,9.259088517,9.317410814,9.290826091,9.310289257
5.040558192,2.283436694,0.818239685,0.793686508,0.433380781,0.298353701,0.57819642,1.126028284,0.833196156,0.9966455,0.603561181,0.761649977,0.080873863,0.115942823,0.10535623,0.147074878,0.196651017,0.178471178,0.601586133,0.911734498,1.83326649,5.762405026,8.394240534,9.169511181,9.193408022,9.37990716,9.496511172,9.545915656,9.526561611,9.600744287,9.562960525,9.590949127
5.989151587,2.2667849,0.580728823,0.541509559,0.363898174,0.419652194,0.873484987,1.592703639,1.014561808,0.655313145,0.544797402,0.435617403,0.068142658,0.119629122,0.104306105,0.167087048,0.228987865,0.210043744,0.715315189,0.859084638,3.263559934,6.255042313,8.05884707,8.581555147,8.59918396,8.7238726,8.797725133,8.834793726,8.824822384,8.871596601,8.851824173,8.865342161
7.874570808,4.367023487,1.12748379,1.041462773,0.37908447,0.169112962,0.216183857,0.309456365,0.388248677,0.654757499,0.880014403,1.160446239,0.151974983,0.194465553,0.179886997,0.210078394,0.272508535,0.245776507,0.798364914,1.159763773,2.548030212,5.010348159,8.284035722,9.276670172,9.330273208,9.543723105,9.690262849,9.749046319,9.729597147,9.794564226,9.757045105,9.785304718
7.087335892,2.188904934,1.220421403,1.103292574,0.50642498,0.258882446,0.358656267,0.587273844,0.674533548,0.836568611,0.587921335,0.855246141,0.113013333,0.184426544,0.164517954,0.231575216,0.307890757,0.278304667,0.923611212,1.468619585,3.756415767,6.82234751,8.715233454,9.264579366,9.285503479,9.412656466,9.492263564,9.529145356,9.517385316,9.56430569,9.540383081,9.557632214
6.743732722,2.594044296,0.976308452,0.752999075,0.471588443,0.371458519,0.744315599,0.879825861,0.779337834,0.718604962,0.489067118,0.585851043,0.087666959,0.172112147,0.141553968,0.240616684,0.267058164,0.308995741,0.722447229,2.564172664,5.906211383,7.194428089,7.95009611,8.166586108,8.17215291,8.224872525,8.254837081,8.272008258,8.267052807,8.289239931,8.277880182,8.285730319
6.121069513,1.772573883,0.716834748,0.684893558,0.474076822,0.518333149,1.143331916,1.199219418,0.810343374,0.503080276,0.328186008,0.395742161,0.074221142,0.17723703,0.147654388,0.290137583,0.412114683,0.385444462,1.403537275,1.831063907,4.288857595,7.11501384,8.904924935,9.427654445,9.439180923,9.569635354,9.645674129,9.683424737,9.671125276,9.726428118,9.70125326,9.718905814
7.091654056,2.085588992,0.826763595,0.748239339,0.410263418,0.268255149,0.395216639,0.534481092,0.557632327,0.611540217,0.488225,0.588470125,0.124906215,0.268524137,0.231127699,0.374251169,0.498473916,0.468428352,1.614876953,2.024774227,6.162273748,7.927637964,8.978319146,9.279822596,9.286903408,9.360069362,9.403245417,9.426361284,9.418027425,9.450679413,9.431819737,9.445128638
6.725023597,1.729633684,0.633099092,0.602349147,0.387678226,0.392338133,0.685959474,0.749877389,0.835204397,0.510545135,0.340826443,0.367846225,0.086810463,0.233667652,0.190117875,0.404787417,0.590532708,0.545223064,1.759734433,2.717296413,6.532120271,8.085591997,9.01393525,9.280757454,9.283818406,9.352197944,9.390597927,9.41197695,9.403879758,9.437016509,9.418673689,9.431600535
5.268933004,1.289728633,0.534538287,0.489029714,0.372228035,0.421063462,1.193721396,1.081447782,0.730195365,0.389963638,0.232770124,0.269985567,0.055825262,0.179989265,0.141644804,0.405673844,0.632605639,0.620988671,2.816640582,2.809270995,6.220294762,8.087429484,9.250820098,9.589030681,9.585893285,9.680502868,9.733309447,9.758788327,9.745149829,9.796973204,9.767281325,9.789415244
3.204142082,0.96895562,0.367696862,0.339753325,0.26900398,0.563794407,1.881083695,1.140129114,0.535892981,0.261035814,0.159997909,0.185543055,0.044087947,0.152796444,0.117444743,0.39668849,0.659058097,0.667708562,2.761074372,3.934265714,6.538471954,8.238953159,9.375141978,9.708679828,9.687033238,9.798173617,9.853382151,9.883639143,9.864065247,9.941216169,9.896840741,9.929267668
